customer_id,name,phone,location,status
785851f6-9259-4824-b9d5-49043c3ee4eb,Desiree Cuevas,610-536-6129,Rodriguezstad,Blacklisted
7a2f52b5-fa0d-4c61-b582-c47d2079349e,Anna Nelson,+1-644-735-9512x632,West Brettshire,Active
3883963a-e145-4e7c-b28b-8cdcaa7a9dbe,Anthony Hill,595-536-3352x43134,Roberttown,Blacklisted
a373708d-f39c-4891-82cd-85a4d5e48531,Alyssa Watson,+1-825-201-6131x2798,East Ashleyside,Active
b64cf170-cf78-4b56-af50-f6f81769fa35,Holly Irwin,2799062756,West Troy,Active
aeacbe07-b0ee-434b-9fd5-7bdeb85472e7,Robert Moody,001-247-858-0740x920,Keithport,Active
1837f55b-a946-4eb9-aab7-d138591d56cc,Cynthia Jackson,(221)782-0158x5737,Shannonfurt,Active
ca6c3e17-d840-4be9-9f62-617c21b124a8,Kathryn Berg,+1-497-425-6794x52021,Mollyberg,Active
945a8010-1992-484c-b5c0-7e0629e45b7a,Kristen Cervantes,(544)701-3940,Ryanstad,Blacklisted
7d12d9f7-dccc-4ed9-b213-3ab5ed83f27b,Dr. Adam Anderson,(395)490-5555,Campbellton,Blacklisted
88a7d205-706c-4e24-9910-e337461ae031,Bradley Weeks,(918)461-0244,Wilsonland,InActive
f7adfe0d-9064-496b-8f40-fe4b0c049699,Richard Coffey,220-223-5826x24722,Bradport,Active
ec381f27-29a5-43ac-aa58-022d0c80369d,Jose Nash,001-478-321-9030x969,Lake Tyler,Active
154eb91b-e540-4c0b-b117-0e5faaa093da,Samantha Alvarez,(966)485-6564x594,Scottshire,Blacklisted
19d0691d-f0a6-4936-b20b-4a42f1510b95,Patrick Chambers,(509)658-8295,Josephberg,Blacklisted
1ecf5017-1cc7-40c5-850d-bede89c18f2e,Steven Collins,+1-803-253-7410x67189,Maryburgh,Blacklisted
35d89ffb-c974-47e5-8845-ad268abf5826,Zachary Martinez,314-757-5127x58179,Lake Melissaland,InActive
b4e5df85-b79f-4366-841b-1469ccb03d72,Mr. Jay Terry,905.683.0851x4549,Emilyville,Blacklisted
6e174f0c-7332-4d86-81a9-dd80e6008c3e,Courtney Reyes,391.957.5985x09011,Ericfurt,Active
b8860310-c7b8-41db-93e3-1579cf8c4712,Eric Howe DDS,001-306-429-6832x30898,Matthewshire,Blacklisted
a69332bf-26be-4a91-a5b1-c70404d1b78e,Sally Simmons,001-356-435-5475x9207,East Johnland,InActive
45e0fe3a-0f3c-449e-8f79-4208da00dabb,Miguel Payne MD,001-311-536-6544x29272,Frazierborough,InActive
776699c2-faaf-4dde-ae26-92dd96d7a789,Suzanne Davis,001-673-896-0962,Whitakermouth,Blacklisted
4cdcaf61-7393-4fd1-8bd0-15754b7d548d,Lauren Williams,(682)578-5971,West Carmenshire,Active
c9b8883b-3101-4cca-8bea-5048e8343ddd,Paul Hoover,001-501-874-3592,New Sharontown,Active
c187edaf-151a-44e9-aaf3-efbe1da9a8b5,Jason Cardenas,407-765-9784,Port Juliabury,InActive
9c80c69d-0373-427f-af55-9047e967936a,Barbara Alvarez,+1-435-609-2897x24206,South Colleen,Active
e7793532-364c-4b91-aee1-63fed55502a7,Vincent Sanchez,713-307-3967x27814,East Holly,Active
960bb893-7930-4abc-8fed-d0131343ca1a,Leah Guzman,(224)763-4132,South Tonya,Blacklisted
19a5fbbd-e777-454e-ac11-37626326b0f0,Cassandra Bell,566-218-9328x89329,Michaelburgh,Blacklisted
a11215cb-ec7c-4fe0-ba58-4a2f217c1268,Jill Simmons,324.873.0150x151,Port Monicaton,Blacklisted
8efaf570-8035-48a0-aaac-744cc5e2bc9b,Amanda Rivera MD,833-618-8855x4182,East Matthew,InActive
a2cce41f-6d41-4fac-9494-d5fcbf3a8583,Miranda Mitchell,751.485.7347,West Tonya,Blacklisted
bab77b16-bba7-4d87-896f-968ae7585bf1,Michelle Gomez,467-768-3891,Port Stephanie,InActive
30921e1b-075d-46ed-971e-b8f255756c5c,Amy Lewis,(816)261-8869,Lorimouth,Active
e5e4eb3d-dd03-44d3-a615-c0ee12392762,Danielle Woods,583-490-8066,Haasshire,Active
5accfcf3-e2c6-48d2-8c8a-8393f175ef6a,Christopher White,(708)619-8912,South Brandifort,InActive
db0b221d-7d23-434e-955d-52144cc4b6bd,Michele Carey,310.430.9233x63631,Aprilton,InActive
7f2c846e-6b1b-4249-a7db-2fe161dcf3ef,Shelby Smith,382-224-2298,New Carolyn,Active
a439e226-54d5-486a-b953-608760ffd113,Nicholas Lucas,763.471.6241,Port Evanport,InActive
fbcc7591-b2d9-4a82-8078-3c9836bad404,Jeremy Lopez MD,731-996-9478,New Elizabeth,Active
97a56eae-0c58-4181-9752-f46d65b79b52,Anthony Kirk,977-831-1342,North Jennifer,InActive
22ec7203-c864-4c24-a998-85743a591115,Gregory Nguyen,453-325-4617,East Michellefort,Active
4ce21dbd-3e7b-4316-aa75-afd26693012f,Heidi Frank,+1-461-426-6081x036,East Alexandra,InActive
307c20f3-b2c8-43b7-a69a-7eb518c89a4f,Jennifer May,(664)704-7297x6528,West Jeffrey,InActive
5099ab0a-639a-4b16-a14f-589bafb7ff9c,Amanda Ramos,855-372-1759,New Madisonburgh,Active
23a42cb8-75a1-4595-9c24-f9c3f721ce71,Richard Carpenter,410.271.9797x11354,Ashleytown,Active
b1c91447-0d4f-4222-99ea-3ed33a8a54a8,Brandon Rose,866-323-9847,Port Johnport,Blacklisted
05974ad4-7976-4b02-8bf5-282b7982ae03,Daniel Turner,+1-785-422-1870x1552,North Elizabethstad,Active
7ab36426-8e47-4c04-a164-15d978ce8ba3,Heidi Hicks,566-238-6357x738,West Anitaberg,Active
ac49844a-9e2e-444d-add2-3cf260c9ce31,Melissa Young,(647)344-4525x129,Lake Paulburgh,Active
3664aadf-a44d-45b0-9a04-917da7846e0d,Julia Martinez,844.447.8418x51277,Port Cheyenne,Blacklisted
ab3259da-ebe5-46b3-99bd-8b75e960f296,Kevin Hernandez,+1-399-855-4863x27887,East Brianland,InActive
6dbdeec0-e254-43a6-a36d-f1ce06fbf288,Erin Bell,573-226-3760x412,Scottville,Blacklisted
9ec18ccf-bd52-446a-b9ea-1992a734ac0e,Peter Castillo,(771)384-5978x67562,Lake Diane,Active
f068ee3d-7dcc-4a26-9c55-eced88cc7955,Susan Brown,001-358-473-3186x56070,Chelseaville,Active
01e21aec-f14b-4290-b2c5-365415aa917f,Paul Johnson,(619)226-8584x07891,Port Patriciaton,InActive
2db92d25-4a9b-4e2f-ac99-52a522d9d336,Chloe Lindsey,539.635.6093x23085,Crossland,Active
d5266281-8ad1-4bc2-bf76-afba4348010c,Nathan Contreras,(605)804-2996x79596,Edwardmouth,Active
8731bac4-0103-4422-ac5d-4886c95e8140,Monica Gilbert,001-743-961-3128x33321,Palmerburgh,Active
f2add65c-5f8e-422b-800b-b794875ca7a4,Samuel Maddox,495-356-2786x0046,Chandlerland,Active
8b1d2360-0d7f-46c8-ac0d-341578697ea5,Michael Garcia,(208)525-7254,Orrstad,Active
534ceffe-9855-4f24-ac69-772e8880b835,Robert Stewart,663-462-6939x18243,Cooperstad,InActive
01709227-2d44-4801-991d-93f9e253838d,Sarah Aguilar,(638)344-6371x517,Jamesbury,Active
2d8099d2-f41a-4b63-b035-7f6f08491041,Jamie Atkins,746-284-3070x673,West Lauraville,Active
946ace07-9cd3-4bea-bfaa-665f302be415,Justin Solis,946.914.6184x02583,Philipfort,Active
10828628-4a88-483d-9054-fb52a44d0853,Amanda Rodriguez,+1-625-356-3697x698,Port James,Active
67f88537-987a-4882-82fa-269e6b218863,Thomas Montoya,2983705954,North Amandamouth,InActive
0d887689-e3ad-4a31-a6a0-86c71321524d,Craig Bryant,942.804.7920x035,East Patrickberg,InActive
8b9c270c-9586-41b8-b551-bc268ac59ac3,Rodney Jenkins,001-537-876-4492x38146,Garciashire,Blacklisted
0e4d5373-57f3-4f11-b5af-197520d2b9f9,Erin Robles,+1-746-709-8449,Hughesland,Blacklisted
34b16a74-b94d-4770-bec1-731ebba7685b,Charles Miller,(240)565-3571,Lake April,Active
939015ef-7a06-452d-bbae-ad7c7584c9ca,Jason Gregory,001-531-732-9581,East Jonathanmouth,Active
cf3df3f2-30ed-4361-9f94-d1141ee3d913,Jerry Sims,372-246-7919x48337,West Erinfort,Blacklisted
f77c9bed-1615-4ba4-bc27-d01e1c5da8d1,Katherine Bailey,+1-396-619-3278x10303,Pittmanville,Blacklisted
81caf880-8bf0-45f8-8b72-f69b6133ace7,Gerald Thomas,+1-734-877-6227x56592,Deannashire,InActive
42898570-b3dc-4c65-afb4-937b84b384fa,Arthur Smith,(740)230-5550x8849,West Clifford,InActive
ca59296d-4463-48bc-9264-2c766c936740,Chris Brady,954.764.1794x461,Sullivanfort,InActive
e246ef31-a905-4974-bbb5-bfe50869fa58,Joshua Alexander,+1-937-976-9608,Port Brian,Blacklisted
dd2a5a43-e290-4a18-b2e4-7f537e5f7b9d,Debbie Rivera,284.832.6182,West Kathleen,Blacklisted
a074654a-2cc1-431e-81e9-ba31fb6b9841,Eddie Parker,+1-572-398-9470x680,Liutown,Blacklisted
e7bb3373-e642-4f3a-856a-19c24a7b73c4,Allison Watkins,001-674-789-3758,South Jessicaland,Active
328eaa5b-8c59-4372-b4ae-4606ed28b143,Robert Richards,(999)762-9563x08046,South Allen,Blacklisted
fea10b26-f4f3-4d51-8aa7-87d8984bcb14,Courtney Cooley,447-405-5749x3394,Lake Jenniferstad,Blacklisted
f2587e3a-e38f-461c-b6b2-b67873658038,Chelsea Duncan,722-309-6763,North Bethbury,Blacklisted
800c8c0c-bda5-4109-88f4-b22c2e48ac13,Christina Cruz,608-287-5972,Lake Kari,Blacklisted
582c1c8c-d854-422f-bf11-6272d73a524d,Timothy Harris,853.894.8972x883,Monicaton,InActive
51480e5b-e34f-4fa5-9609-157cea9a9e16,Steven Kemp,(549)221-2060,Elizabethton,Blacklisted
563b01b9-2dcb-4838-b610-c3984c0c3968,Michelle Marshall,+1-994-857-0295x460,East Michellemouth,Active
e304bc94-32f7-4680-bea4-271eda05e3ef,Danny Montgomery,+1-940-354-0497x184,Port Austinside,Blacklisted
54a4cdce-7565-408c-bf1b-83171e789ad3,Nina Daugherty,(968)995-8657x2818,Boydland,InActive
0b97406e-da19-4d56-89b2-6db64718e5a4,Kyle Ramirez,(817)479-6893,Port Dennisport,Blacklisted
f97d3155-28c7-49be-b646-e82dca0a1208,Michael Good,483.746.7060x011,Robertstad,InActive
168e34f8-74dd-4687-99eb-a8b928db06fa,Rhonda Ortega,001-923-804-8015x6793,Stewartchester,Blacklisted
3a6e9bc7-9489-4489-b4b8-c1af03688b52,Lisa Ford,001-677-627-0290,Deannaside,Blacklisted
ecc5207e-928e-49c3-8dca-02a6bcab5422,Jasmine White,(642)855-3099x08261,Martinton,Blacklisted
93ef591e-af4f-44b5-bf90-7c3067964f91,Rebecca Miles,001-791-569-9566x5950,Parsonsland,Active
d7803362-e3f9-4233-a3bb-bc2b9e2bb3b9,Elizabeth Lin,001-965-883-8361x0012,Port Brandon,Blacklisted
2c66e7e5-b283-4a4e-a3e5-02e5f5e7b9bc,Randy Martin,337.788.5898,Harryborough,InActive
a8657d77-7b0f-4a1b-8f07-d2cef0e45907,Megan Sparks,001-935-349-6071x167,South Jenny,Blacklisted
e20447f6-dd15-4374-8d7f-5f0c160d88d1,Grant Reid,258.743.3529x657,South Damon,Blacklisted
1ff0e3d9-9d01-4e82-bfd5-1d3dab6cd023,Cindy Keller,862-749-7629x97097,Steeletown,InActive
34af5c7d-031f-4e18-9870-37012d288029,Eric Barry,(340)213-5341,East Amanda,Active
9effec76-5009-4d58-9fe1-755a5743195c,Anthony Hill,519-696-8150,North Jennifer,Active
ff52b73e-74b4-48f6-941b-40d324016105,John Rodriguez,+1-241-961-2475x635,New Natashamouth,Blacklisted
eee175e7-f0be-47db-b9f3-e910989f6f36,Terry Larsen,391-499-8785x915,South Cynthiaview,InActive
66760573-64a6-4318-b08a-8eceb99a2289,Anthony Greene,629-966-5930,South Robert,Blacklisted
1fe6ed7b-3773-411b-a765-1bbd615772c6,Nicholas Morris,298-414-1938,South Kathy,InActive
7d9786d1-c28e-4108-9648-794f16597d7b,Duane Walsh,297-270-8585x59708,Rogerport,Blacklisted
ddfe19af-ef5d-4b13-8c04-460e140782f7,Kayla Lee,501-803-2939,North Michellechester,Blacklisted
880c5146-58fd-4e33-a00c-f7564f2497ed,Patricia Newman,(289)338-3114x8848,New April,InActive
e2a2cd53-2664-439c-83e6-c140f06225c4,Dale Lawrence,5815266338,South Donaldfort,Blacklisted
8fc06916-4990-4ae5-b7fc-746b7d1cc363,Paul Reed,622-311-9552x47655,Hayestown,Active
6c259528-f3fb-4c84-b1d8-6cffc7f9b821,Jerry Lee,001-370-981-1015x8436,Davistown,Blacklisted
ece208be-d080-4da6-b89e-53d9fc3fe320,Ricky Smith,001-785-715-8261,Port Andre,InActive
316813c7-afe4-44b6-88a1-250c886687f4,Bailey Hernandez,+1-981-457-6459x412,North Aaron,Active
0ecd05fe-c522-4147-a209-dac21f7e9499,Jeremy Moon,001-386-906-0200x5474,Scottland,Active
f5bb1f42-95b3-4ada-b29e-a66b0c4d7bde,Kimberly Webster,472-534-8917x660,Christopherberg,Active
8b9cedcf-7f90-45e5-b11d-9e6f09c1bc00,Jeffrey Jenkins,810.279.7781x21057,New Waynefurt,InActive
26cbde68-2f1f-4d29-ad78-f238dedb03d6,Evan Kirk,351.915.8328,New Cindyfort,InActive
83b3f755-5aea-422e-a71d-6633a736eb54,Edward Shaw,001-308-577-1182x070,Adamsborough,InActive
ed0ce46c-ee7e-45f8-8e0b-c529a19df279,Bethany Hamilton,+1-997-282-6451x36916,New Cathymouth,InActive
9ada3d51-e0fe-49ca-8530-89322a7f4bf3,Andre Padilla,9325730524,Michaeltown,Blacklisted
fa6b257e-cc6d-4342-af04-4aee9207d09d,Sean Hicks,+1-733-732-3313x7162,Kingchester,InActive
f342c75b-06f1-4ee1-b880-11fa86396bf7,Rebecca Martinez,299-399-8867x3763,Daviestown,Blacklisted
950cf281-163e-4b95-a401-7483249f6bd7,Susan Warren,556-680-8427,Danielland,InActive
10d38e73-4f6f-426c-93ab-eb4c814e9710,Brittany Clark,739.533.6161x9616,Robinstad,Blacklisted
